[OK] train/episode_000001 | steps 49 -> 48 | success=True
[OK] train/episode_000115 | steps 49 -> 48 | success=True
[OK] train/episode_000116 | steps 49 -> 48 | success=True
[OK] train/episode_000117 | steps 49 -> 48 | success=True
[OK] train/episode_000118 | steps 49 -> 48 | success=True
[OK] train/episode_000119 | steps 49 -> 47 | success=True
[OK] train/episode_000120 | steps 49 -> 48 | success=True
[OK] train/episode_000121 | steps 49 -> 48 | success=True
[OK] train/episode_000122 | steps 49 -> 48 | success=True
[OK] train/episode_000123 | steps 49 -> 48 | success=True
[OK] train/episode_000124 | steps 49 -> 48 | success=True
[OK] train/episode_000125 | steps 49 -> 48 | success=True
[OK] train/episode_000126 | steps 49 -> 48 | success=True
[OK] train/episode_000127 | steps 49 -> 48 | success=True
[OK] train/episode_000128 | steps 49 -> 47 | success=True
[OK] train/episode_000129 | steps 49 -> 48 | success=True
[OK] train/episode_000130 | steps 49 -> 48 | success=True
[OK] train/episode_000131 | steps 49 -> 48 | success=True
[OK] train/episode_000132 | steps 49 -> 47 | success=True
[OK] train/episode_000133 | steps 49 -> 48 | success=True
[OK] train/episode_000134 | steps 49 -> 48 | success=True
[OK] train/episode_000135 | steps 49 -> 48 | success=True
[OK] train/episode_000136 | steps 49 -> 48 | success=True
[OK] train/episode_000137 | steps 49 -> 48 | success=True
[OK] train/episode_000138 | steps 49 -> 47 | success=True
[OK] train/episode_000139 | steps 49 -> 48 | success=True
[OK] train/episode_000140 | steps 49 -> 48 | success=True
[OK] train/episode_000141 | steps 49 -> 48 | success=True
[OK] train/episode_000142 | steps 49 -> 48 | success=True
[OK] train/episode_000143 | steps 49 -> 48 | success=True
[OK] train/episode_000144 | steps 49 -> 48 | success=True
[OK] train/episode_000145 | steps 49 -> 48 | success=True
[OK] train/episode_000146 | steps 49 -> 48 | success=True
[OK] train/episode_000147 | steps 49 -> 48 | success=True
[OK] train/episode_000148 | steps 49 -> 48 | success=True
[OK] train/episode_000149 | steps 49 -> 48 | success=True
[OK] train/episode_000150 | steps 49 -> 48 | success=True
[OK] train/episode_000151 | steps 49 -> 48 | success=True
[OK] train/episode_000152 | steps 49 -> 48 | success=True
[OK] train/episode_000153 | steps 49 -> 48 | success=True
[OK] train/episode_000154 | steps 49 -> 48 | success=True
[OK] train/episode_000155 | steps 49 -> 48 | success=True
[OK] train/episode_000156 | steps 49 -> 48 | success=True
[OK] train/episode_000157 | steps 49 -> 48 | success=True
[OK] train/episode_000158 | steps 49 -> 48 | success=True
[OK] train/episode_000159 | steps 49 -> 48 | success=True
[OK] train/episode_000160 | steps 49 -> 48 | success=True
[OK] train/episode_000161 | steps 49 -> 48 | success=True
[OK] train/episode_000162 | steps 49 -> 48 | success=True
[OK] train/episode_000163 | steps 49 -> 48 | success=True
[OK] train/episode_000164 | steps 49 -> 48 | success=True
[OK] train/episode_000165 | steps 49 -> 48 | success=True
[OK] train/episode_000166 | steps 49 -> 48 | success=True
[OK] train/episode_000167 | steps 49 -> 48 | success=True
[OK] train/episode_000168 | steps 49 -> 48 | success=True
[OK] train/episode_000169 | steps 49 -> 48 | success=True
[OK] train/episode_000170 | steps 49 -> 48 | success=True
[OK] train/episode_000171 | steps 49 -> 48 | success=True
[OK] train/episode_000172 | steps 49 -> 48 | success=True
[OK] train/episode_000173 | steps 49 -> 48 | success=True
[OK] train/episode_000174 | steps 49 -> 48 | success=True
[OK] train/episode_000175 | steps 49 -> 48 | success=True
[OK] train/episode_000176 | steps 49 -> 48 | success=True
[OK] train/episode_000177 | steps 49 -> 48 | success=True
[OK] train/episode_000178 | steps 49 -> 47 | success=True
[OK] train/episode_000179 | steps 49 -> 48 | success=True
[OK] train/episode_000180 | steps 49 -> 48 | success=True
[OK] train/episode_000185 | steps 49 -> 48 | success=True
[OK] train/episode_000186 | steps 49 -> 48 | success=True
[OK] train/episode_000187 | steps 49 -> 48 | success=True
[OK] train/episode_000188 | steps 49 -> 48 | success=True
[OK] train/episode_000189 | steps 49 -> 49 | success=True
[OK] train/episode_000190 | steps 49 -> 48 | success=True
[OK] train/episode_000191 | steps 49 -> 48 | success=True
[OK] train/episode_000192 | steps 49 -> 48 | success=True
[OK] train/episode_000193 | steps 49 -> 48 | success=True
[OK] train/episode_000194 | steps 49 -> 48 | success=True
[OK] train/episode_000195 | steps 49 -> 48 | success=True
[OK] train/episode_000196 | steps 49 -> 48 | success=True
[OK] train/episode_000197 | steps 49 -> 48 | success=True
[OK] train/episode_000198 | steps 49 -> 48 | success=True
[OK] train/episode_000199 | steps 49 -> 48 | success=True
[OK] train/episode_000200 | steps 49 -> 48 | success=True
[OK] train/episode_000201 | steps 49 -> 48 | success=True
[OK] train/episode_000202 | steps 49 -> 48 | success=True
[OK] train/episode_000203 | steps 49 -> 48 | success=True
[OK] train/episode_000204 | steps 49 -> 48 | success=True
[OK] train/episode_000205 | steps 49 -> 48 | success=True
[OK] train/episode_000206 | steps 49 -> 48 | success=True
[OK] train/episode_000207 | steps 49 -> 48 | success=True
[OK] train/episode_000208 | steps 49 -> 48 | success=True
[OK] train/episode_000209 | steps 49 -> 48 | success=True
[OK] train/episode_000210 | steps 49 -> 48 | success=True
[OK] train/episode_000211 | steps 49 -> 48 | success=True
[OK] train/episode_000212 | steps 49 -> 48 | success=True
[OK] train/episode_000213 | steps 49 -> 48 | success=True
[OK] train/episode_000214 | steps 49 -> 48 | success=True
[OK] train/episode_000215 | steps 49 -> 48 | success=True
[OK] train/episode_000216 | steps 49 -> 48 | success=True
[OK] train/episode_000217 | steps 49 -> 48 | success=True
[OK] train/episode_000218 | steps 49 -> 48 | success=True
[OK] train/episode_000219 | steps 49 -> 48 | success=True
[OK] train/episode_000220 | steps 49 -> 48 | success=True
[OK] train/episode_000221 | steps 49 -> 48 | success=True
[OK] train/episode_000222 | steps 49 -> 48 | success=True
[OK] train/episode_000223 | steps 49 -> 48 | success=True
[OK] train/episode_000224 | steps 49 -> 48 | success=True
[OK] train/episode_000225 | steps 49 -> 48 | success=True
[OK] train/episode_000226 | steps 49 -> 48 | success=True
[OK] train/episode_000227 | steps 49 -> 48 | success=True
[OK] train/episode_000228 | steps 49 -> 48 | success=True
[OK] train/episode_000229 | steps 49 -> 48 | success=True
[OK] train/episode_000230 | steps 49 -> 48 | success=True
[OK] train/episode_000231 | steps 49 -> 49 | success=True
[OK] train/episode_000232 | steps 49 -> 48 | success=True
[OK] train/episode_000237 | steps 49 -> 48 | success=True
[OK] train/episode_000238 | steps 49 -> 48 | success=True
[OK] train/episode_000239 | steps 49 -> 48 | success=True
[OK] train/episode_000240 | steps 49 -> 48 | success=True
[OK] train/episode_000241 | steps 49 -> 48 | success=True
[OK] train/episode_000242 | steps 49 -> 48 | success=True
[OK] train/episode_000243 | steps 49 -> 48 | success=True
[OK] train/episode_000244 | steps 49 -> 48 | success=True
[OK] train/episode_000249 | steps 49 -> 48 | success=True
[OK] train/episode_000250 | steps 49 -> 48 | success=True
[OK] train/episode_000251 | steps 49 -> 48 | success=True
[OK] train/episode_000252 | steps 49 -> 48 | success=True
[OK] train/episode_000253 | steps 49 -> 48 | success=True
[OK] train/episode_000254 | steps 49 -> 48 | success=True
[OK] train/episode_000255 | steps 49 -> 49 | success=True
[OK] train/episode_000256 | steps 49 -> 48 | success=True
[OK] train/episode_000257 | steps 49 -> 47 | success=True
[OK] train/episode_000258 | steps 49 -> 48 | success=True
[OK] train/episode_000259 | steps 49 -> 48 | success=True
[OK] train/episode_000260 | steps 49 -> 48 | success=True
[OK] train/episode_000261 | steps 49 -> 48 | success=True
[OK] train/episode_000262 | steps 49 -> 48 | success=True
[OK] train/episode_000263 | steps 49 -> 48 | success=True
[OK] train/episode_000264 | steps 49 -> 48 | success=True
[OK] train/episode_000265 | steps 49 -> 48 | success=True
[OK] train/episode_000266 | steps 49 -> 48 | success=True
[OK] train/episode_000267 | steps 49 -> 48 | success=True
[OK] train/episode_000268 | steps 49 -> 48 | success=True
[OK] train/episode_000269 | steps 49 -> 49 | success=True
[OK] train/episode_000270 | steps 49 -> 48 | success=True
[OK] train/episode_000271 | steps 49 -> 48 | success=True
[OK] train/episode_000272 | steps 49 -> 48 | success=True
[OK] train/episode_000277 | steps 49 -> 48 | success=True
[OK] train/episode_000278 | steps 49 -> 47 | success=True
[OK] train/episode_000279 | steps 49 -> 48 | success=True
[OK] train/episode_000280 | steps 49 -> 48 | success=True
[OK] train/episode_000281 | steps 49 -> 48 | success=True
[OK] train/episode_000282 | steps 49 -> 48 | success=True
[OK] train/episode_000283 | steps 49 -> 48 | success=True
[OK] train/episode_000284 | steps 49 -> 49 | success=True
[OK] train/episode_000285 | steps 49 -> 48 | success=True
[OK] train/episode_000286 | steps 49 -> 48 | success=True
[OK] train/episode_000287 | steps 49 -> 48 | success=True
[OK] train/episode_000288 | steps 49 -> 48 | success=True
[OK] train/episode_000289 | steps 49 -> 48 | success=True
[OK] train/episode_000290 | steps 49 -> 49 | success=True
[OK] train/episode_000291 | steps 49 -> 48 | success=True
[OK] train/episode_000292 | steps 49 -> 49 | success=True
[OK] train/episode_000293 | steps 49 -> 48 | success=True
[OK] train/episode_000294 | steps 49 -> 47 | success=True
[OK] train/episode_000295 | steps 49 -> 48 | success=True
[OK] train/episode_000296 | steps 49 -> 48 | success=True
[OK] train/episode_000297 | steps 49 -> 47 | success=True
[OK] train/episode_000298 | steps 49 -> 48 | success=True
[OK] train/episode_000299 | steps 49 -> 48 | success=True
[OK] train/episode_000300 | steps 49 -> 48 | success=True
[OK] train/episode_000301 | steps 49 -> 48 | success=True
[OK] train/episode_000302 | steps 49 -> 48 | success=True
[OK] train/episode_000303 | steps 49 -> 48 | success=True
[OK] train/episode_000304 | steps 49 -> 48 | success=True
[OK] train/episode_000309 | steps 49 -> 48 | success=True
[OK] train/episode_000310 | steps 49 -> 48 | success=True
[OK] train/episode_000311 | steps 49 -> 48 | success=True
[OK] train/episode_000312 | steps 49 -> 48 | success=True
[OK] train/episode_000313 | steps 49 -> 48 | success=True
[OK] train/episode_000314 | steps 49 -> 48 | success=True
[OK] train/episode_000315 | steps 49 -> 47 | success=True
[OK] train/episode_000316 | steps 49 -> 48 | success=True
[OK] train/episode_000317 | steps 49 -> 48 | success=True
[OK] train/episode_000318 | steps 49 -> 48 | success=True
[OK] train/episode_000319 | steps 49 -> 48 | success=True
[OK] train/episode_000320 | steps 49 -> 48 | success=True
[OK] train/episode_000321 | steps 49 -> 48 | success=True
[OK] train/episode_000322 | steps 49 -> 48 | success=True
[OK] train/episode_000323 | steps 49 -> 48 | success=True
[OK] train/episode_000324 | steps 49 -> 49 | success=True
[OK] train/episode_000325 | steps 49 -> 48 | success=True
[OK] train/episode_000326 | steps 49 -> 48 | success=True
[OK] train/episode_000327 | steps 49 -> 48 | success=True
[OK] train/episode_000328 | steps 49 -> 48 | success=True
[OK] train/episode_000329 | steps 49 -> 48 | success=True
[OK] train/episode_000330 | steps 49 -> 48 | success=True
[OK] train/episode_000331 | steps 49 -> 48 | success=True
[OK] train/episode_000332 | steps 49 -> 48 | success=True
[OK] train/episode_000333 | steps 49 -> 48 | success=True
[OK] train/episode_000334 | steps 49 -> 47 | success=True
[OK] train/episode_000335 | steps 49 -> 48 | success=True
[OK] train/episode_000336 | steps 49 -> 48 | success=True
[OK] train/episode_000337 | steps 49 -> 47 | success=True
[OK] train/episode_000338 | steps 49 -> 48 | success=True
[OK] train/episode_000339 | steps 49 -> 48 | success=True
[OK] train/episode_000340 | steps 49 -> 48 | success=True
[OK] train/episode_000341 | steps 49 -> 48 | success=True
[OK] train/episode_000342 | steps 49 -> 48 | success=True
[OK] train/episode_000343 | steps 49 -> 48 | success=True
[OK] train/episode_000344 | steps 49 -> 49 | success=True
[OK] train/episode_000345 | steps 49 -> 48 | success=True
[OK] train/episode_000346 | steps 49 -> 48 | success=True
[OK] train/episode_000347 | steps 49 -> 48 | success=True
[OK] train/episode_000348 | steps 49 -> 48 | success=True
[OK] train/episode_000349 | steps 49 -> 48 | success=True
[OK] train/episode_000350 | steps 49 -> 48 | success=True
[OK] train/episode_000351 | steps 49 -> 48 | success=True
[OK] train/episode_000352 | steps 49 -> 48 | success=True
[OK] train/episode_000353 | steps 49 -> 49 | success=True
[OK] train/episode_000354 | steps 49 -> 48 | success=True
[OK] train/episode_000355 | steps 49 -> 48 | success=True
[OK] train/episode_000356 | steps 49 -> 48 | success=True
[OK] train/episode_000361 | steps 49 -> 49 | success=True
[OK] train/episode_000362 | steps 49 -> 48 | success=True
[OK] train/episode_000363 | steps 49 -> 48 | success=True
[OK] train/episode_000364 | steps 49 -> 48 | success=True
[OK] train/episode_000365 | steps 49 -> 48 | success=True
[OK] train/episode_000366 | steps 49 -> 48 | success=True
[OK] train/episode_000367 | steps 49 -> 48 | success=True
[OK] train/episode_000368 | steps 49 -> 48 | success=True
[OK] train/episode_000369 | steps 49 -> 48 | success=True
[OK] train/episode_000370 | steps 49 -> 47 | success=True
[OK] train/episode_000371 | steps 49 -> 48 | success=True
[OK] train/episode_000372 | steps 49 -> 48 | success=True
[OK] train/episode_000373 | steps 49 -> 48 | success=True
[OK] train/episode_000374 | steps 49 -> 48 | success=True
[OK] train/episode_000375 | steps 49 -> 48 | success=True
[OK] train/episode_000376 | steps 49 -> 48 | success=True
[OK] train/episode_000377 | steps 49 -> 48 | success=True
[OK] train/episode_000378 | steps 49 -> 48 | success=True
[OK] train/episode_000379 | steps 49 -> 48 | success=True
[OK] train/episode_000380 | steps 49 -> 48 | success=True
[OK] train/episode_000381 | steps 49 -> 48 | success=True
[OK] train/episode_000382 | steps 49 -> 48 | success=True
[OK] train/episode_000383 | steps 49 -> 48 | success=True
[OK] train/episode_000384 | steps 49 -> 48 | success=True
[OK] train/episode_000385 | steps 49 -> 48 | success=True
[OK] train/episode_000386 | steps 49 -> 48 | success=True
[OK] train/episode_000387 | steps 49 -> 48 | success=True
[OK] train/episode_000388 | steps 49 -> 48 | success=True
[OK] train/episode_000393 | steps 49 -> 47 | success=True
[OK] train/episode_000394 | steps 49 -> 48 | success=True
[OK] train/episode_000395 | steps 49 -> 48 | success=True
[OK] train/episode_000396 | steps 49 -> 48 | success=True
[OK] train/episode_000397 | steps 49 -> 48 | success=True
[OK] train/episode_000398 | steps 49 -> 48 | success=True
[OK] train/episode_000399 | steps 49 -> 48 | success=True
[OK] train/episode_000400 | steps 49 -> 48 | success=True
[OK] train/episode_000401 | steps 49 -> 48 | success=True
[OK] train/episode_000402 | steps 49 -> 48 | success=True
[OK] train/episode_000403 | steps 49 -> 47 | success=True
[OK] train/episode_000404 | steps 49 -> 48 | success=True
[OK] train/episode_000405 | steps 49 -> 48 | success=True
[OK] train/episode_000406 | steps 49 -> 48 | success=True
[OK] train/episode_000407 | steps 49 -> 48 | success=True
[OK] train/episode_000408 | steps 49 -> 48 | success=True
[OK] train/episode_000409 | steps 49 -> 48 | success=True
[OK] train/episode_000410 | steps 49 -> 48 | success=True
[OK] train/episode_000411 | steps 49 -> 48 | success=True
[OK] train/episode_000412 | steps 49 -> 48 | success=True
[OK] train/episode_000413 | steps 49 -> 48 | success=True
[OK] train/episode_000414 | steps 49 -> 48 | success=True
[OK] train/episode_000415 | steps 49 -> 48 | success=True
[OK] train/episode_000416 | steps 49 -> 48 | success=True
[OK] train/episode_000417 | steps 49 -> 48 | success=True
[OK] train/episode_000418 | steps 49 -> 48 | success=True
[OK] train/episode_000419 | steps 49 -> 48 | success=True
[OK] train/episode_000420 | steps 49 -> 48 | success=True
[OK] train/episode_000421 | steps 49 -> 48 | success=True
[OK] train/episode_000422 | steps 49 -> 48 | success=True
[OK] train/episode_000423 | steps 49 -> 48 | success=True
[OK] train/episode_000424 | steps 49 -> 48 | success=True
[OK] train/episode_000425 | steps 49 -> 48 | success=True
[OK] train/episode_000426 | steps 49 -> 49 | success=True
[OK] train/episode_000427 | steps 49 -> 48 | success=True
[OK] train/episode_000428 | steps 49 -> 48 | success=True
[OK] train/episode_000429 | steps 49 -> 48 | success=True
[OK] train/episode_000430 | steps 49 -> 48 | success=True
[OK] train/episode_000431 | steps 49 -> 48 | success=True
[OK] train/episode_000432 | steps 49 -> 48 | success=True
[OK] train/episode_000433 | steps 49 -> 48 | success=True
[OK] train/episode_000434 | steps 49 -> 48 | success=True
[OK] train/episode_000435 | steps 49 -> 48 | success=True
[OK] train/episode_000436 | steps 49 -> 48 | success=True
[OK] train/episode_000437 | steps 49 -> 48 | success=True
[OK] train/episode_000438 | steps 49 -> 47 | success=True
[OK] train/episode_000439 | steps 49 -> 48 | success=True
[OK] train/episode_000440 | steps 49 -> 48 | success=True
[OK] train/episode_000441 | steps 49 -> 48 | success=True
[OK] train/episode_000442 | steps 49 -> 48 | success=True
[OK] train/episode_000443 | steps 49 -> 48 | success=True
[OK] train/episode_000444 | steps 49 -> 48 | success=True
[OK] train/episode_000445 | steps 49 -> 47 | success=True
[OK] train/episode_000446 | steps 49 -> 48 | success=True
[OK] train/episode_000447 | steps 49 -> 48 | success=True
[OK] train/episode_000448 | steps 49 -> 48 | success=True
[OK] train/episode_000449 | steps 49 -> 48 | success=True
[OK] train/episode_000450 | steps 49 -> 48 | success=True
[OK] train/episode_000451 | steps 49 -> 48 | success=True
[OK] train/episode_000452 | steps 49 -> 48 | success=True
[OK] train/episode_000453 | steps 49 -> 49 | success=True
[OK] train/episode_000454 | steps 49 -> 48 | success=True
[OK] train/episode_000455 | steps 49 -> 48 | success=True
[OK] train/episode_000456 | steps 49 -> 48 | success=True
[OK] train/episode_000457 | steps 49 -> 48 | success=True
[OK] train/episode_000458 | steps 49 -> 48 | success=True
[OK] train/episode_000459 | steps 49 -> 48 | success=True
[OK] train/episode_000460 | steps 49 -> 48 | success=True
[OK] train/episode_000461 | steps 49 -> 48 | success=True
[OK] train/episode_000462 | steps 49 -> 48 | success=True
[OK] train/episode_000463 | steps 49 -> 48 | success=True
[OK] train/episode_000464 | steps 49 -> 48 | success=True
[OK] train/episode_000465 | steps 49 -> 48 | success=True
[OK] train/episode_000466 | steps 49 -> 48 | success=True
[OK] train/episode_000467 | steps 49 -> 49 | success=True
[OK] train/episode_000468 | steps 49 -> 48 | success=True
[OK] train/episode_000469 | steps 49 -> 48 | success=True
[OK] train/episode_000470 | steps 49 -> 48 | success=True
[OK] train/episode_000471 | steps 49 -> 48 | success=True
[OK] train/episode_000472 | steps 49 -> 48 | success=True
[OK] train/episode_000473 | steps 49 -> 48 | success=True
[OK] train/episode_000474 | steps 49 -> 49 | success=True
[OK] train/episode_000475 | steps 49 -> 48 | success=True
[OK] train/episode_000476 | steps 49 -> 47 | success=True
[OK] train/episode_000477 | steps 49 -> 47 | success=True
[OK] train/episode_000478 | steps 49 -> 48 | success=True
[OK] train/episode_000479 | steps 49 -> 48 | success=True
[OK] train/episode_000480 | steps 49 -> 48 | success=True
[OK] train/episode_000481 | steps 49 -> 48 | success=True
[OK] train/episode_000482 | steps 49 -> 48 | success=True
[OK] train/episode_000483 | steps 49 -> 48 | success=True
[OK] train/episode_000484 | steps 49 -> 48 | success=True
[OK] train/episode_000485 | steps 49 -> 48 | success=True
[OK] train/episode_000486 | steps 49 -> 48 | success=True
[OK] train/episode_000487 | steps 49 -> 49 | success=True
[OK] train/episode_000488 | steps 49 -> 48 | success=True
[OK] train/episode_000489 | steps 49 -> 48 | success=True
[OK] train/episode_000490 | steps 49 -> 48 | success=True
[OK] train/episode_000491 | steps 49 -> 48 | success=True
[OK] train/episode_000492 | steps 49 -> 48 | success=True
[OK] train/episode_000493 | steps 49 -> 48 | success=True
[OK] train/episode_000494 | steps 49 -> 48 | success=True
[OK] train/episode_000495 | steps 49 -> 48 | success=True
[OK] train/episode_000496 | steps 49 -> 48 | success=True
[OK] train/episode_000501 | steps 49 -> 48 | success=True
[OK] train/episode_000502 | steps 49 -> 48 | success=True
[OK] train/episode_000503 | steps 49 -> 48 | success=True
[OK] train/episode_000504 | steps 49 -> 48 | success=True
[OK] train/episode_000509 | steps 49 -> 48 | success=True
[OK] train/episode_000510 | steps 49 -> 49 | success=True
[OK] train/episode_000511 | steps 49 -> 48 | success=True
[OK] train/episode_000512 | steps 49 -> 48 | success=True
[OK] train/episode_000517 | steps 49 -> 48 | success=True
[OK] train/episode_000518 | steps 49 -> 48 | success=True
[OK] train/episode_000519 | steps 49 -> 48 | success=True
[OK] train/episode_000520 | steps 49 -> 48 | success=True
[OK] train/episode_000521 | steps 49 -> 48 | success=True
[OK] train/episode_000522 | steps 49 -> 48 | success=True
[OK] train/episode_000523 | steps 49 -> 47 | success=True
[OK] train/episode_000524 | steps 49 -> 48 | success=True
[OK] train/episode_000525 | steps 49 -> 48 | success=True
[OK] train/episode_000526 | steps 49 -> 48 | success=True
[OK] train/episode_000527 | steps 49 -> 48 | success=True
[OK] train/episode_000528 | steps 49 -> 48 | success=True
[OK] train/episode_000529 | steps 49 -> 48 | success=True
[OK] train/episode_000530 | steps 49 -> 49 | success=True
[OK] train/episode_000531 | steps 49 -> 47 | success=True
[OK] train/episode_000532 | steps 49 -> 48 | success=True
[OK] train/episode_000533 | steps 49 -> 48 | success=True
[OK] train/episode_000534 | steps 49 -> 48 | success=True
[OK] train/episode_000535 | steps 49 -> 48 | success=True
[OK] train/episode_000536 | steps 49 -> 48 | success=True
[OK] train/episode_000537 | steps 49 -> 48 | success=True
[OK] train/episode_000538 | steps 49 -> 48 | success=True
[OK] train/episode_000539 | steps 49 -> 47 | success=True
[OK] train/episode_000540 | steps 49 -> 48 | success=True
[OK] train/episode_000541 | steps 49 -> 48 | success=True
[OK] train/episode_000542 | steps 49 -> 48 | success=True
[OK] train/episode_000543 | steps 49 -> 48 | success=True
[OK] train/episode_000544 | steps 49 -> 48 | success=True
[OK] train/episode_000545 | steps 49 -> 48 | success=True
[OK] train/episode_000546 | steps 49 -> 48 | success=True
[OK] train/episode_000547 | steps 49 -> 49 | success=True
[OK] train/episode_000548 | steps 49 -> 48 | success=True
[OK] train/episode_000549 | steps 49 -> 48 | success=True
[OK] train/episode_000550 | steps 49 -> 48 | success=True
[OK] train/episode_000551 | steps 49 -> 48 | success=True
[OK] train/episode_000552 | steps 49 -> 47 | success=True
[OK] train/episode_000553 | steps 49 -> 49 | success=True
[OK] train/episode_000554 | steps 49 -> 48 | success=True
[OK] train/episode_000555 | steps 49 -> 48 | success=True
